./java/org/jfree/chart/renderer/category/BoxAndWhiskerRendererTest.java, org.jfree.chart.renderer.category, BoxAndWhiskerRendererTest, 307, 38, 8.08
./java/org/jfree/data/time/YearTest.java, org.jfree.data.time, YearTest, 328, 47, 6.98
